taxonomy_type,raw_snapshot,raw_name,canonical_name,canonical_targets,mapping_strategy,mapping_confidence,needs_review,auto_decision,decision_reason,row_count,source_count,sources
family,2017-06,Cities: Oberhausen,Cities: Oberhausen,Cities: Oberhausen,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Oldenburg,Cities: Oldenburg,Cities: Oldenburg,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Orléans (France),Cities: Orléans (France),Cities: Orléans (France),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-gabrio
family,2017-06,Cities: Osaka (Japan),Cities: Osaka (Japan),Cities: Osaka (Japan),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-gabrio
family,2017-06,Cities: Osnabrück,Cities: Osnabrück,Cities: Osnabrück,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Oxford (Oxfordshire,Cities: Oxford (Oxfordshire,Cities: Oxford (Oxfordshire,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Palermo,Cities: Palermo,Cities: Palermo,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,14,1,bgg-gabrio
family,2017-06,Cities: Panama City,Cities: Panama City,Cities: Panama City,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Paris (France),Cities: Paris (France),Cities: Paris (France),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,46,1,bgg-gabrio
family,2017-06,Cities: Perugia,Cities: Perugia,Cities: Perugia,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Cities: Philadelphia (Pennsylvania,Cities: Philadelphia (Pennsylvania,Cities: Philadelphia (Pennsylvania,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,14,1,bgg-gabrio
family,2017-06,Cities: Pisa (Italy),Cities: Pisa (Italy),Cities: Pisa (Italy),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-gabrio
family,2017-06,Cities: Pittsburgh (Pennsylvania,Cities: Pittsburgh (Pennsylvania,Cities: Pittsburgh (Pennsylvania,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,15,1,bgg-gabrio
family,2017-06,Cities: Plymouth,Cities: Plymouth,Cities: Plymouth,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Pompeii,Cities: Pompeii,Cities: Pompeii,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: Poole (Dorset,Cities: Poole (Dorset,Cities: Poole (Dorset,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Portland (Oregon,Cities: Portland (Oregon,Cities: Portland (Oregon,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Prague,Cities: Prague,Cities: Prague,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Ravenna (Italy),Cities: Ravenna (Italy),Cities: Ravenna (Italy),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,15,1,bgg-gabrio
family,2017-06,Cities: Regensburg (Bavaria,Cities: Regensburg (Bavaria,Cities: Regensburg (Bavaria,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Remagen,Cities: Remagen,Cities: Remagen,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Richmond (Virginia,Cities: Richmond (Virginia,Cities: Richmond (Virginia,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Cities: Rimini,Cities: Rimini,Cities: Rimini,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,11,1,bgg-gabrio
family,2017-06,Cities: Rome,Cities: Rome,Cities: Rome,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,29,1,bgg-gabrio
family,2017-06,Cities: Rotterdam,Cities: Rotterdam,Cities: Rotterdam,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,8,1,bgg-gabrio
family,2017-06,Cities: Saarbrücken,Cities: Saarbrücken,Cities: Saarbrücken,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Salt Lake City (Utah,Cities: Salt Lake City (Utah,Cities: Salt Lake City (Utah,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Samarkand,Cities: Samarkand,Cities: Samarkand,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,7,1,bgg-gabrio
family,2017-06,Cities: San Antonio (Texas,Cities: San Antonio (Texas,Cities: San Antonio (Texas,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: San Diego,Cities: San Diego,Cities: San Diego,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: San Francisco,Cities: San Francisco,Cities: San Francisco,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,12,1,bgg-gabrio
family,2017-06,Cities: Santa Fe (New Mexico,Cities: Santa Fe (New Mexico,Cities: Santa Fe (New Mexico,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Santiago,Cities: Santiago,Cities: Santiago,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: Seattle (Washington,Cities: Seattle (Washington,Cities: Seattle (Washington,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Cities: Sedan,Cities: Sedan,Cities: Sedan,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Seoul,Cities: Seoul,Cities: Seoul,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Shanghai,Cities: Shanghai,Cities: Shanghai,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Sheffield,Cities: Sheffield,Cities: Sheffield,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Siena / Sienna (Italy),Cities: Siena / Sienna (Italy),Cities: Siena / Sienna (Italy),auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Singapore,Cities: Singapore,Cities: Singapore,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,14,1,bgg-gabrio
family,2017-06,Cities: Smolensk,Cities: Smolensk,Cities: Smolensk,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,7,1,bgg-gabrio
family,2017-06,Cities: Sparta (Greece),Cities: Sparta (Greece),Cities: Sparta (Greece),auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,31,1,bgg-gabrio
family,2017-06,Cities: St Louis (Missouri,Cities: St Louis (Missouri,Cities: St Louis (Missouri,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: St Petersburg / Petrograd / Leningrad,Cities: St Petersburg / Petrograd / Leningrad,Cities: St Petersburg / Petrograd / Leningrad,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,20,1,bgg-gabrio
family,2017-06,Cities: Stockholm,Cities: Stockholm,Cities: Stockholm,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,7,1,bgg-gabrio
family,2017-06,Cities: Stuttgart (Germany),Cities: Stuttgart (Germany),Cities: Stuttgart (Germany),auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,8,1,bgg-gabrio
family,2017-06,Cities: Taipei,Cities: Taipei,Cities: Taipei,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,2,1,bgg-gabrio
family,2017-06,Cities: Tallinn,Cities: Tallinn,Cities: Tallinn,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Cities: Tokyo,Cities: Tokyo,Cities: Tokyo,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Cities: Torino,Cities: Torino,Cities: Torino,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,8,1,bgg-gabrio
family,2017-06,Cities: Toronto,Cities: Toronto,Cities: Toronto,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: Trier,Cities: Trier,Cities: Trier,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Troyes (France),Cities: Troyes (France),Cities: Troyes (France),exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,4,1,bgg-gabrio
family,2017-06,Cities: Tübingen,Cities: Tübingen,Cities: Tübingen,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Ulm,Cities: Ulm,Cities: Ulm,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Urbino,Cities: Urbino,Cities: Urbino,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,8,1,bgg-gabrio
family,2017-06,Cities: Utrecht (Randstad,Cities: Utrecht (Randstad,Cities: Utrecht (Randstad,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Valencia,Cities: Valencia,Cities: Valencia,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Venice,Cities: Venice,Cities: Venice,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,58,1,bgg-gabrio
family,2017-06,Cities: Verdun,Cities: Verdun,Cities: Verdun,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,9,1,bgg-gabrio
family,2017-06,Cities: Verona,Cities: Verona,Cities: Verona,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,12,1,bgg-gabrio
family,2017-06,Cities: Versailles,Cities: Versailles,Cities: Versailles,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Vienna,Cities: Vienna,Cities: Vienna,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,20,1,bgg-gabrio
family,2017-06,Cities: Warsaw,Cities: Warsaw,Cities: Warsaw,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,23,1,bgg-gabrio
family,2017-06,Cities: Washington D.C.,Cities: Washington D.C.,Cities: Washington D.C.,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,13,1,bgg-gabrio
family,2017-06,Cities: Weimar,Cities: Weimar,Cities: Weimar,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: Wiesbaden (Hessen,Cities: Wiesbaden (Hessen,Cities: Wiesbaden (Hessen,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Williamsburg (Virginia,Cities: Williamsburg (Virginia,Cities: Williamsburg (Virginia,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Wolfsburg,Cities: Wolfsburg,Cities: Wolfsburg,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Cities: Wuppertal,Cities: Wuppertal,Cities: Wuppertal,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cities: Würzburg,Cities: Würzburg,Cities: Würzburg,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cities: York (England),Cities: York (England),Cities: York (England),auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Cities: Zurich,Cities: Zurich,Cities: Zurich,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,CityProGame,CityProGame,CityProGame,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,29,1,bgg-gabrio
family,2017-06,Cityopoly,Cityopoly,Cityopoly,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Civil War,Civil War,Civil War,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,18,1,bgg-gabrio
family,2017-06,Civil War Campaign Series,Civil War Campaign Series,Civil War Campaign Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Civilization,Civilization,Civilization,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,11,1,bgg-gabrio
family,2017-06,Clash of Giants System,Clash of Giants System,Clash of Giants System,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Clevermacher Lernspiel (Selecta),Clevermacher Lernspiel (Selecta),Clevermacher Lernspiel (Selecta),auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,10,1,bgg-gabrio
family,2017-06,Climbing Games,Climbing Games,Climbing Games,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,68,1,bgg-gabrio
family,2017-06,Clipper Duel Serie,Clipper Duel Serie,Clipper Duel Serie,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Clix,Clix,Clix,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,35,1,bgg-gabrio
family,2017-06,Close Action series,Close Action series,Close Action series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Cluedo,Cluedo,Cluedo,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,60,1,bgg-gabrio
family,2017-06,Coal Series,Coal Series,Coal Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Codenames,Codenames,Codenames,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,11,1,bgg-gabrio
family,2017-06,Colonial Theme,Colonial Theme,Colonial Theme,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,44,1,bgg-gabrio
family,2017-06,Coloretto Series,Coloretto Series,Coloretto Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,46,1,bgg-gabrio
family,2017-06,Columbia Front Series,Columbia Front Series,Columbia Front Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Columbia Front Series II,Columbia Front Series II,Columbia Front Series II,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Columbia's Great Battles of History,Columbia's Great Battles of History,Columbia's Great Battles of History,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Combat Commander Series,Combat Commander Series,Combat Commander Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,11,1,bgg-gabrio
family,2017-06,Combat Leader,Combat Leader,Combat Leader,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Combinatorial,Combinatorial,Combinatorial,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,501,1,bgg-gabrio
family,2017-06,Comets,Comets,Comets,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Comics: Chicago Tribune Syndicate,Comics: Chicago Tribune Syndicate,Comics: Chicago Tribune Syndicate,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,24,1,bgg-gabrio
family,2017-06,Comics: DC Universe,Comics: DC Universe,Comics: DC Universe,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,153,1,bgg-gabrio
family,2017-06,Comics: King Features Syndicate,Comics: King Features Syndicate,Comics: King Features Syndicate,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,51,1,bgg-gabrio
family,2017-06,Comics: Marvel Universe,Comics: Marvel Universe,Comics: Marvel Universe,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,202,1,bgg-gabrio
family,2017-06,Comics: Sergio Bonelli Editore,Comics: Sergio Bonelli Editore,Comics: Sergio Bonelli Editore,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,7,1,bgg-gabrio
family,2017-06,Command Series Volume I,Command Series Volume I,Command Series Volume I,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,9,1,bgg-gabrio
family,2017-06,Command at Sea,Command at Sea,Command at Sea,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,16,1,bgg-gabrio
family,2017-06,Commands & Colors,Commands & Colors,Commands & Colors,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,71,1,bgg-gabrio
family,2017-06,Commands & Colors: Ancients Series,Commands & Colors: Ancients Series,Commands & Colors: Ancients Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,8,1,bgg-gabrio
family,2017-06,Commands & Colors: Napoleonics,Commands & Colors: Napoleonics,Commands & Colors: Napoleonics,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,7,1,bgg-gabrio
family,2017-06,Compact Combat tactical game system,Compact Combat tactical game system,Compact Combat tactical game system,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,2,1,bgg-gabrio
family,2017-06,Components: Miniatures,Components: Miniatures,Components: Miniatures,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,120,1,bgg-gabrio
family,2017-06,Compounding terms,Compounding terms,Compounding terms,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Computer-generated games,Computer-generated games,Computer-generated games,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
family,2017-06,Concordia,Concordia,Concordia,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,5,1,bgg-gabrio
family,2017-06,Conflict of Heroes,Conflict of Heroes,Conflict of Heroes,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,13,1,bgg-gabrio
family,2017-06,Confrontation,Confrontation,Confrontation,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,21,1,bgg-gabrio
family,2017-06,Connect 4,Connect 4,Connect 4,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,20,1,bgg-gabrio
family,2017-06,Connect with Pieces,Connect with Pieces,Connect with Pieces,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Connection Games,Connection Games,Connection Games,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,136,1,bgg-gabrio
family,2017-06,Consensus,Consensus,Consensus,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Continent: Africa,Continent: Africa,Continent: Africa,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,37,1,bgg-gabrio
family,2017-06,Continuo,Continuo,Continuo,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,4,1,bgg-gabrio
family,2017-06,Cootie,Cootie,Cootie,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,6,1,bgg-gabrio
family,2017-06,Corps Command Series,Corps Command Series,Corps Command Series,auto_keep_legacy_family,legacy_keep,false,keep,Legacy family label is retained because family vocabulary evolves and many labels have no safe one-to-one 2025 equivalent.,3,1,bgg-gabrio
